,question,answer,group_id
6015,What was built without CUDA or there was no GPU present?,PyTorch,9765
6016,What is the name of the code used to define variables in PyTorch?,in stmt global_setup,10677
6017,What was built without CUDA or there is no GPU present?,PyTorch,10677
6018,What returns the current time?,Callable,10677
6019,"If PyTorch was built without GPU present, what will it do?",synchronize CUDA,10677
6020,What happens if PyTorch was built without GPU?,synchronize CUDA,10920
6021,What is a code snippet to be run in a loop and timed?,stmt,10768
6022,What is the code that is placed at the top level of the file for things like#includestatements?,global_setup,10768
6023,What is used to define variables used instmt global_setup?,Optional setup code,10678
6024,Optional setup code is used to define variables used in PyTorch?,instmt global_setup,10678
6025,Code which is placed at the top level of the file for things like#includestatements. timer– Callable which returns the current time.,global_setup,9473
6026,What defines the global variables whenstmtis being executed?,globals,9476
6027,What is a string that summarizes stmt?,label,10767
6028,What are PyTorch Timer specific constructor arguments?,"stmt,setup,timer,globals",10767
6029,What language does global_setup come from?,C++,10767
6030,What might a sub_label be?,float,10767
6031,Why would one set label to “ReLU(x + 1)”?,improve readability,2143
6032,The principal use of descriptionis to signal what?,to Compare the columns of data,2143
6033,When is description also included?,when printing a Measurement,2143
6034,Timer– Callable which returns the what?,current time,2143
6035,Setup– What is used to define variables used instmt global_setup?,Optional setup code,2143
6036,A dict which defines the global variables whenstmtis being executed. This is the other method for providing variables whichstmtn,globals,2143
6037,"If PyTorch was built without what, this defaults totimeit.default_timer; otherwise it will synchronize CUDA",CUDA,2143
6038,"String which summarizes stmt. For instance, ifstmtis “torch.nn.functional.rel",label,2143
6039,What – Provide supplemental information to disambiguate measurements with identical stmt or label?,sub_label,2143
6040,String to distinguish measurements with identical label and sub_label. The principal use of descriptionis to signal toComparethe columns of data.,description,2143
6041,How would one set it based on the input size to create a table of the form?,usingCompare,2143
6042,What is the name of the string that summarizes stmt?,sub_label,10766
6043,What type of label summarizes stmt?,String,9766
6044,What would one set label to to improve readability?,ReLU(x + 1),9766
6045,What is a description of a stmt?,description,9766
6046,What is another name for a sub_label?,int,4914
6047,What is one way to disambiguate measurements with identical stmt or label?,Provide supplemental information,4914
6048,What is used to disambiguate measurements when printing Measurements or summarizing usingCompare?,description,4914
6049,What is a supplemental information used to disambiguate measurements?,description,4914
6050,What is a String that summarizes stmt?,label,9767
6051,What provides supplemental information to disambiguate measurements with identical stmt or label?,sub_label,9767
6052,How would one set description based on the input size to create a table of the form?,usingCompare,9767
6053,What type of description is used to disambiguate measurements?,description,10773
6054,What is provided to disambiguate measurements with identical stmt or label?,supplemental information,4915
6055,What is the name of the sub_label in our example?,float,4915
6056,What is used when printing Measurements or summarizing usingCompare?,ReLU(x + 1): (int),11492
6057,What is used to distinguish measurements with identical label and sub_label?,String,6083
6058,What is the principal use of description?,to signal to Compare the columns of data,6083
6059,What is description also included when printing?,Measurement,6083
6060,What would one set description based on to create a table of the form?,input size,9161
6061,Description is included when printing a what?,Measurement,9161
6062,What might one set it based on to create a table of the form?,the input size,6081
6063,What would one set the description based on to create a table of the form?,input size,6081
6064,"When printing a document, what is the use ofdescription included in?",Measurement,6081
6065,When is description included?,when printing a Measurement,6082
6066,What does the default PyTorch threadpool size try to utilize?,all cores,6082
6067,What is the default size of the PyTorch threadpool?,one,6082
6068,What is the principal use of description to signal toComparethe columns of data?,usingCompare,6082
6069,How does PyTorch measure many replicates?,keeping timer overhead to a minimum,6082
6070,What is included when printing a Measurement?,Compare,11323
6071,What is also included when printing a?,Measurement,11325
6072,When is usingCompare included?,when printing a Measurement,11325
6073,What does compare treat Measurements with when merging replicate runs?,different env specification,9273
6074,What is the size of the PyTorch thread pool when executing stmt?,num_threads,9273
6075,What is important as both a key inference workload and a good indicator of intrinsic algorithmic efficiency?,Single threaded performace,9273
6076,What tries to utilize all cores?,PyTorch threadpool size,9273
6077,How many competing objectives must the choice of block size balance?,two,9273
6078,What percentage of the computation is timer overhead?,0.1%,9273
6079,What is the value of block_size used for?,main measurement loop,9273
6080,What is used to collect instruction counts?,Callgrind,9273
6081,What contains measured runtimes and repetition counts?,A Measurement object,9273
6082,env- This tag indicates that otherwise identical tasks were run in what environment?,different,9272
6083,What does blocked_autorange do?,Measure many replicates while keeping timer overhead to a minimum,10276
6084,What executes the following pseudo-code at a high level?,blocked_autorange,10276
6085,What is the default for the PyTorch threadpool size?,one,10275
6086,Measure how many replicates while keeping timer overhead to a minimum.,many replicates,10275
6087,What does blocked_autorange execute at a high level?,pseudo-code,10275
6088,What is the goal of blocked_autorange?,Measure many replicates while keeping timer overhead to a minimum,4232
6089,What variable does blocked_autorange execute the following pseudo-code?,the variableblock_sizein the inner loop,4232
6090,How many competing objectives must a block size balance?,two,4232
6091,How do you measure many replicates?,keeping timer overhead to a minimum,4232
6092,What variable is in the inner loop of blocked_autorange?,variableblock_size,4232
6093,What results in more replicates and generally better statistics?,A small block size,844
6094,What is in the inner loop of blocked_autorange?,variableblock_size,1340
6095,What is in the inner loop?,variableblock_size,4515
6096,What does a small block size result in?,better statistics,4515
6097,What does a large block size amortize better?,cost of timer invocation,4513
6098,What is non-trivial?,CUDA syncronization time,4514
6099,What variable is in the inner loop?,variableblock_size,4514
6100,What does blocked_autorange set by running a warmup period?,block_size,4514
